isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count
9780394800271,0394800273,Snow,not available,Roy McKié;Philip D. Eastman,Juvenile Nonfiction,http://books.google.com/books/content?id=Oz_rWxBPqtQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Snow makes a wonderful playland for boys and girls,1962.0,4.15,72.0,4264.0
9780395776087,0395776082,An American Plague,The True and Terrifying Story of the Yellow Fever Epidemic Of 1793,Jim Murphy,Juvenile Nonfiction,not available,"Recreates the devastation rendered to the city of Philadelphia in 1793 by an incurable disease known as yellow fever, detailing the major social and political events as well as the time's medical beliefs and practices.",2003.0,3.8,165.0,3338.0
9780395883976,0395883970,The Gettysburg Address,not available,Abraham Lincoln,Juvenile Nonfiction,http://books.google.com/books/content?id=AhM9QPgp7UMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The power and strength of President Abraham Lincoln's words are accentuated by illustrations in a reprint of the Gettysburg Address of 1863.,1997.0,4.53,32.0,4967.0
9780399504334,0399504338,Amphigorey,Fifteen Books,not available,Comics & Graphic Novels,http://books.google.com/books/content?id=uQe2a18Ly6wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Fifteen works by the American artist and author provide a journey into a macabre world,1980.0,4.05,220.0,35332.0
9780415253895,0415253896,The Road to Serfdom,not available,Friedrich August Hayek,Business & Economics,http://books.google.com/books/content?id=eTve6XEUbYIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Hayek argues convincingly that, while socialist ideals may be tempting, they cannot be accomplished except by means that few would approve of.",2001.0,4.18,272.0,235.0
9780425181645,0425181642,E,A Biography of the World's Most Famous Equation,David Bodanis,Science,http://books.google.com/books/content?id=z20AAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Examines the science and scientists who provided the backdrop to Einstein's influential 1905 discovery and offers an explanation of the equation from mathematical, historical, and scientific perspectives.",2000.0,4.09,337.0,6196.0
9780446579780,0446579785,The Coming Economic Collapse,How You Can Thrive when Oil Costs $200 a Barrel,Stephen Leeb;Glen Strathy,Business & Economics,http://books.google.com/books/content?id=2TM6lwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this incredibly timely book,renowned economist Stephen Leeb shows how surging oilprices will contribute to a huge economic collapse bysoaring to over $100, and perhaps $200, a barrel- andtells how you can avoid the pitfalls of the upcomingcrisis.",2006.0,3.39,211.0,207.0
9780446692519,0446692514,Feynman's Rainbow,A Search for Beauty in Physics and in Life,Leonard Mlodinow,Science,http://books.google.com/books/content?id=KiXftgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"As a young physicist, Leonard Mlodinow looked for guidance from his mentor, the Nobel Prize-winning physicist Richard Feynman. Drawing on transcripts from their meetings during their time together at Cal Tech, Mlodinow shares Feynman's provocative thoughts and observations. At once a moving portrait of a friendship and an affecting account of Feynman's final, creative years, this book celebrates the inspiring legacy of one of the greatest thinkers of our time.",2004.0,4.0,192.0,2635.0
9780452273085,0452273080,For Keeps,not available,Pauline Kael,Performing Arts,http://books.google.com/books/content?id=2HlVPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A collection of film reviews, most of them originally published in the ""New Yorker,"" selected from the author's previous collections, covers movies from ""Hud"" to ""Dances with Wolves""",1996.0,4.47,1312.0,360.0
9780465014903,0465014909,The Culture of Fear,Why Americans Are Afraid of the Wrong Things,Barry Glassner,Social Science,http://books.google.com/books/content?id=E6n9rZokBXQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"There has never been another era in modern history, even during wartime or the Great Depression, when so many people have feared so much. Three out of four Americans say they feel more fearful today then they did twenty years ago. The Culture of Fear describes the high costs of living in a fear-ridden environment where realism has become rarer than doors without deadbolts.Why do we have so many fears these days? Are we living in exceptionally dangerous times? To watch the news, you'd certainly think so, but Glassner demonstrates that it is our perception of danger that has increased, not the actual level of risk. The Culture of Fear is an expose of the people and organizations that manipulate our perceptions and profit from our fears: politicians who win elections by heightening concerns about crime and drug use even as rates for both are declining; advocacy groups that raise money by exaggerating the prevalence of particular diseases; TV newsmagazines that monger a new scare every week to garner ratings.Glassner spells out the prices we pay for social panics: the huge sums of money that go to waste on unnecessary programs and products as well as time and energy spent worrying about our fears.",2000.0,3.7,210.0,3025.0
9780465023950,0465023959,The Pleasure of Finding Things Out,The Best Short Works of Richard P. Feynman,Richard Phillips Feynman,Science,http://books.google.com/books/content?id=s6LzV_U6PskC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A collection of short works by the noted scientist includes his report on the space shuttle Challenger disaster and his Nobel Prize acceptance speech.,1999.0,4.25,270.0,8014.0
9780465069903,0465069908,River Out of Eden,A Darwinian View of Life,Richard Dawkins,Science,http://books.google.com/books/content?id=U5z2vQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"How did the replication bomb we call ”life” begin and where in the world, or rather, in the universe, is it heading? Writing with characteristic wit and an ability to clarify complex phenomena (the New York Times described his style as ”the sort of science writing that makes the reader feel like a genius”), Richard Dawkins confronts this ancient mystery.",1996.0,3.97,172.0,5653.0
9780465081431,0465081436,Applied Economics,Thinking Beyond Stage One,Thomas Sowell,Business & Economics,http://books.google.com/books/content?id=2JqpPY5zXtMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A companion volume to Basic Economics discusses the application of economics to such world problems as medical care, discrimination, and the development of nations, examining economic policies in terms of their immediate and longer-term repercussions.",2004.0,4.14,256.0,1466.0
9780465081981,0465081983,Stephen Hawking's Universe,The Cosmos Explained,David Filkin,Science,http://books.google.com/books/content?id=Q1XgUZzNFGoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Stephen Hawking's A Brief History of Time has sold over 9 million copies worldwide. Now, in everyday language, Stephen Hawking's Universe reveals step-by-step how we can all share his understanding of the cosmos, and our own place within it. Stargazing has never been the same since cosmologists discovered that galaxies are moving away from each other at an extraordinary speed. It was this understanding of the movement of galaxies that allowed scientists to develop a theory of how the universe was created—the Big Bang theory. Working with this theory, Stephen Hawking and other physicists felt challenged to come up with a scientific picture that would tackle the fundamental question: what is the nature of the universe? Stephen Hawking's Universe charts this work and provides simple explanations for phenomena that arouse our curiosity. This work is a voyage of discovery with an astonishing set of conclusions that will enable us to understand how matter can be produced from nothing at all and will provide us with an explanation for the basis of our existence and that of everything around us.",1998.0,4.28,304.0,1383.0
9780465092758,0465092756,Not Even Wrong,The Failure of String Theory and the Search for Unity in Physical Law,Peter Woit,Science,http://books.google.com/books/content?id=pcJA3i0xKAUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Has physics gone off in the wrong direction? Peter Woit presents the other side of the growing debate on string theory--arguing that it's not even science,2006.0,3.93,291.0,1447.0
9780470038321,0470038322,Personal Finance For Dummies,not available,Eric Tyson,Business & Economics,http://books.google.com/books/content?id=6-gnlAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Too many personal finance consultants offer financial advice that ignores the big picture and instead focuses on investing. You need much more than that to plan your future. You need a broader understanding of personal finance that includes all areas of your financial life in order to become financially sound. Personal Finance for Dummies, 5th Edition is full of detailed, action-oriented financial advice that will show you how to lower expenses and tame debts as well as invest wisely to achieve your financial goals! Now in its 5th edition, this up-to-date guide covers all the latest trends to ensure your financial stability. Just some of the updates and revisions include: Reviews of the new and revised tax laws and how to take advantage of them The latest scoop on Medicare and Social Security and what it means for you Updated investment advice on mutual funds and other managed investments Enhanced smart spending tips Coverage of new bankruptcy laws and how to eliminate consumer debt Smart ways to use credit and improve credit scores Expanded coverage on educational savings options This hands-on, straightforward guide features ways to survive life changes such as starting your first job, getting married, having children, and retiring, as well as helpful tactics for preventing identity theft and fraud. With Personal Finance for Dummies, 5th Edition, you’ll be able to achieve financial strength and start concentrating on the more important things in life!",2006.0,3.77,458.0,113.0
9780470043608,0470043601,Crash Proof,How to Profit From the Coming Economic Collapse,Peter D. Schiff;John Downes,Business & Economics,http://books.google.com/books/content?id=Wqe1NAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The economic tipping point for the United States is no longer theoretical. It is a reality today. The country has gone from the world's largest creditor to its greatest debtor; the value of the dollar is sinking; domestic manufacturing is winding down - and these trends don't seem to be slowing. Peter Schiff casts a sharp, clear-sighted eye on these factors and explains what the possible effects may be and how investors can protect themselves. For more than a decade, Schiff has not only observed the U.S. economy, but also helped his clients reposition their portfolios to reflect his outlook. What he sees is a nation facing an economic storm brought on by growing federal, personal, and corporate debt, too-little savings, a declining dollar, and lack of domestic manufacturing. Crash-Proof is an informed and informative warning of a looming period marked by sizeable tax hikes, loss of retirement benefits, double digit inflation, even - as happened recently in Argentina - the possible collapse of the middle class. However, Schiff does have a survival plan that can provide the protection that readers will need in the coming years.",2007.0,3.79,272.0,1066.0
